Entity,Code,Year,Expenditure on primary as % of government expenditure on education (% of Government Expenditure on Education),Share of Education in Government Expenditure (% Total Expenditure),"GDP per capita in current USD, 1960-2014 - World Bank (current $)"
Afghanistan,AFG,1960,,,61.28913206
Afghanistan,AFG,1961,,,61.30409306
Afghanistan,AFG,1962,,,59.79869332
Afghanistan,AFG,1963,,,80.42300207
Afghanistan,AFG,1964,,,83.79481181
Afghanistan,AFG,1965,,,103.0891031
Afghanistan,AFG,1966,,,140.1383832
Afghanistan,AFG,1967,,,163.7007886
Afghanistan,AFG,1968,,,131.2214359
Afghanistan,AFG,1969,,,131.3136212
Afghanistan,AFG,1970,,,158.7642309
Afghanistan,AFG,1971,,,161.709516
Afghanistan,AFG,1972,,,137.0236876
Afghanistan,AFG,1973,,,144.8505998
Afghanistan,AFG,1974,,,175.6255239
Afghanistan,AFG,1975,,,188.5521201
Afghanistan,AFG,1976,,,199.5466136
Afghanistan,AFG,1977,,,226.5788854
Afghanistan,AFG,1978,,,250.007641
Afghanistan,AFG,1979,,,278.9397783
Afghanistan,AFG,1980,,,276.2977514
Afghanistan,AFG,1981,,,268.3465596
Afghanistan,AFG,2001,,,115.3125095
Afghanistan,AFG,2002,,,185.9592901
Afghanistan,AFG,2003,,,198.2877991
Afghanistan,AFG,2004,,,220.0562878
Afghanistan,AFG,2005,,,252.4078925
Afghanistan,AFG,2006,,,275.3509718
Afghanistan,AFG,2007,,,373.5910916
Afghanistan,AFG,2008,,,376.977494
Afghanistan,AFG,2009,,,450.6589877
Afghanistan,AFG,2010,,22.24014,561.198188
Afghanistan,AFG,2011,,19.10585,616.0434186
Afghanistan,AFG,2012,,12.82317,688.5787842
Afghanistan,AFG,2013,,18.4612,664.8041966
Afghanistan,AFG,2014,,18.39787,666.2917549
Albania,ALB,1984,,,662.5200523
Albania,ALB,1985,,,662.9147926
Albania,ALB,1986,,,719.1572957
Albania,ALB,1987,,,699.3842921
Albania,ALB,1988,,,676.5667325
Albania,ALB,1989,,,723.4096102
Albania,ALB,1990,,,639.4638993
Albania,ALB,1991,,,348.711327
Albania,ALB,1992,,,218.4921623
Albania,ALB,1993,,,380.5273711
Albania,ALB,1994,,,619.0649227
Albania,ALB,1995,,,760.5593582
Albania,ALB,1996,,,951.1320914
Albania,ALB,1997,,11.15339,697.5945647
Albania,ALB,1998,,9.62407,871.8936539
Albania,ALB,1999,,9.68246,1104.743553
Albania,ALB,2000,,10.13703,1193.466223
Albania,ALB,2001,,10.58193,1336.859141
Albania,ALB,2002,,9.88692,1458.328047
Albania,ALB,2003,,10.5736,1859.552352
Albania,ALB,2004,,10.70316,2466.00508
Albania,ALB,2005,,11.35797,2781.572144
Albania,ALB,2006,,10.93295,3051.76764
Albania,ALB,2007,,11.17719,3603.01356
Albania,ALB,2008,,,4370.539925
Albania,ALB,2009,,,4114.134899
Albania,ALB,2010,,,4094.360204
Albania,ALB,2011,,,4437.811725
Albania,ALB,2012,,,4256.016702
Albania,ALB,2013,56.93594,12.12391,4458.073207
Albania,ALB,2014,,,4619.211258
Algeria,DZA,1960,,,241.5052586
Algeria,DZA,1961,,,210.608129
Algeria,DZA,1962,,,168.9719717
Algeria,DZA,1963,,,222.7192964
Algeria,DZA,1964,,,233.8101099
Algeria,DZA,1965,,,245.5769914
Algeria,DZA,1966,,,231.6451766
Algeria,DZA,1967,,,249.7574356
Algeria,DZA,1968,,,277.3914186
Algeria,DZA,1969,,,297.9845459
Algeria,DZA,1970,,,331.0554462
Algeria,DZA,1971,,,336.2797085
Algeria,DZA,1972,,,435.909848
Algeria,DZA,1973,,,546.8955929
Algeria,DZA,1974,,,806.7162858
Algeria,DZA,1975,,,924.2237019
Algeria,DZA,1976,,,1024.08182
Algeria,DZA,1977,,,1177.631955
Algeria,DZA,1978,,,1438.282716
Algeria,DZA,1979,,,1760.337241
Algeria,DZA,1980,,,2174.31747
Algeria,DZA,1981,,,2205.970102
Algeria,DZA,1982,,,2176.916796
Algeria,DZA,1983,,,2274.774616
Algeria,DZA,1984,,,2424.248732
Algeria,DZA,1985,,,2535.858517
Algeria,DZA,1986,,,2705.94603
Algeria,DZA,1987,,,2755.01376
Algeria,DZA,1988,,,2372.584992
Algeria,DZA,1989,,,2175.093523
Algeria,DZA,1990,,,2364.549879
Algeria,DZA,1991,,,1699.856511
Algeria,DZA,1992,,,1743.346069
Algeria,DZA,1993,,,1773.820483
Algeria,DZA,1994,,,1479.600215
Algeria,DZA,1995,,,1424.642484
Algeria,DZA,1996,,,1572.831937
Algeria,DZA,1997,,,1587.646138
Algeria,DZA,1998,,,1563.500973
Algeria,DZA,1999,,,1555.191033
Algeria,DZA,2000,,,1727.333251
Algeria,DZA,2001,,,1702.780079
Algeria,DZA,2002,,,1742.55761
Algeria,DZA,2003,,,2056.265303
Algeria,DZA,2004,,,2549.957193
Algeria,DZA,2005,,,3038.735967
Algeria,DZA,2006,,,3391.385869
Algeria,DZA,2007,,,3845.825086
Algeria,DZA,2008,,11.42941,4786.532893
Algeria,DZA,2009,,,3771.263214
Algeria,DZA,2010,,,4349.569325
Algeria,DZA,2011,,,5271.590312
Algeria,DZA,2012,,,5309.822369
Algeria,DZA,2013,,,5360.701146
Algeria,DZA,2014,,,5361.10239
Andorra,AND,1970,,,3238.091489
Andorra,AND,1971,,,3497.910279
Andorra,AND,1972,,,4217.402956
Andorra,AND,1973,,,5343.118369
Andorra,AND,1974,,,6320.971834
Andorra,AND,1975,,,7168.39961
Andorra,AND,1976,,,7151.570434
Andorra,AND,1977,,,7751.167351
Andorra,AND,1978,,,9127.60884
Andorra,AND,1979,,,11819.64906
Andorra,AND,1980,,,12377.71593
Andorra,AND,1981,,,10372.32662
Andorra,AND,1982,,,9611.239676
Andorra,AND,1983,,,8023.346426
Andorra,AND,1984,,,7729.324108
Andorra,AND,1985,,,7775.026964
Andorra,AND,1986,,,10362.16684
Andorra,AND,1987,,,12615.05112
Andorra,AND,1988,,,14305.2085
Andorra,AND,1989,,,15166.91375
Andorra,AND,1990,,,18876.72928
Andorra,AND,1991,,,19530.8435
Andorra,AND,1992,,,20541.7739
Andorra,AND,1993,,,16508.87522
Andorra,AND,1994,,,16226.97108
Andorra,AND,1995,,,18460.00743
Andorra,AND,1996,,,19043.83445
Andorra,AND,1997,,,18421.68932
Andorra,AND,1998,,,18996.44122
Andorra,AND,1999,,,19347.11113
Andorra,AND,2000,,,21432.96007
Andorra,AND,2001,,,21823.59731
Andorra,AND,2002,27.13887,,23975.25835
Andorra,AND,2003,,,31382.10032
Andorra,AND,2004,29.27523,,36894.93358
Andorra,AND,2005,24.13593,,39990.33041
Andorra,AND,2006,23.76173,,43192.24746
Andorra,AND,2007,25.64062,,49338.00499
Andorra,AND,2008,,,50036.25579
Andorra,AND,2009,26.37233,,46401.09196
Andorra,AND,2010,28.89524,,42952.71707
Andorra,AND,2011,28.80875,,44015.09932
Andorra,AND,2012,,,40150.30297
Andorra,AND,2013,32.14382,,41014.6769
Andorra,AND,2014,22.28986,,
Angola,AGO,1985,,,735.5391712
Angola,AGO,1986,,,715.2555497
Angola,AGO,1987,,,697.2755284
Angola,AGO,1988,,,680.4071488
Angola,AGO,1989,,,994.9127128
Angola,AGO,1990,,,967.6941127
Angola,AGO,1991,,,1072.830593
Angola,AGO,1992,,,513.7051922
Angola,AGO,1993,,,463.8091321
Angola,AGO,1994,,,345.6767888
Angola,AGO,1995,,,416.3207907
Angola,AGO,1996,,,604.4394354
Angola,AGO,1997,,,597.9317901
Angola,AGO,1998,,6.11468,490.5820117
Angola,AGO,1999,,,455.4139453
Angola,AGO,2000,,5.25508,655.6294944
Angola,AGO,2001,,,621.19593
Angola,AGO,2002,,,839.504512
Angola,AGO,2003,,,920.1011759
Angola,AGO,2004,,,1229.342988
Angola,AGO,2005,36.49876,7.99235,1706.543621
Angola,AGO,2006,31.43351,7.45481,2440.631642
Angola,AGO,2007,,,3412.718807
Angola,AGO,2008,,,4596.268274
Angola,AGO,2009,,,3988.683498
Angola,AGO,2010,,8.68476,4218.649126
Angola,AGO,2011,,,5159.233877
Angola,AGO,2012,,,5539.803311
Angola,AGO,2013,,,5782.665039
Angola,AGO,2014,,,5935.722356
Antigua and Barbuda,ATG,1977,,,941.9199305
Antigua and Barbuda,ATG,1978,,,1061.660439
Antigua and Barbuda,ATG,1979,,,1307.396413
Antigua and Barbuda,ATG,1980,,,1565.648635
Antigua and Barbuda,ATG,1981,,,1784.415208
Antigua and Barbuda,ATG,1982,,,2000.751986
Antigua and Barbuda,ATG,1983,,,2255.369017
Antigua and Barbuda,ATG,1984,,,2595.024274
Antigua and Barbuda,ATG,1985,,,3070.43927
Antigua and Barbuda,ATG,1986,,,3806.149554
Antigua and Barbuda,ATG,1987,,,4512.53968
Antigua and Barbuda,ATG,1988,,,5415.84781
Antigua and Barbuda,ATG,1989,,,6025.847582
Antigua and Barbuda,ATG,1990,,,6325.240905
Antigua and Barbuda,ATG,1991,,,6575.480383
Antigua and Barbuda,ATG,1992,,,6680.375752
Antigua and Barbuda,ATG,1993,,,7037.93903
Antigua and Barbuda,ATG,1994,,,7514.483547
Antigua and Barbuda,ATG,1995,,,7230.320509
Antigua and Barbuda,ATG,1996,,,7702.670148
Antigua and Barbuda,ATG,1997,,,8027.630989
Antigua and Barbuda,ATG,1998,,,8355.618496
Antigua and Barbuda,ATG,1999,33.10893,12.52143,8572.373329
Antigua and Barbuda,ATG,2000,,,10094.75889
Antigua and Barbuda,ATG,2001,,,9797.96854
Antigua and Barbuda,ATG,2002,28.55169,8.85597,10027.85604
Antigua and Barbuda,ATG,2003,,,10382.63072
Antigua and Barbuda,ATG,2004,,,10993.36905
Antigua and Barbuda,ATG,2005,,,12079.8657
Antigua and Barbuda,ATG,2006,,,13599.90886
Antigua and Barbuda,ATG,2007,,,15276.06826
Antigua and Barbuda,ATG,2008,,,15786.3578
Antigua and Barbuda,ATG,2009,41.61324,6.91662,13979.26269
Antigua and Barbuda,ATG,2010,,,13017.31039
Antigua and Barbuda,ATG,2011,,,12817.84157
Antigua and Barbuda,ATG,2012,,,13525.61622
Antigua and Barbuda,ATG,2013,,,13342.085
Antigua and Barbuda,ATG,2014,,,13961.22281
Argentina,ARG,1962,,,1148.169613
Argentina,ARG,1963,,,844.725024
Argentina,ARG,1964,,,1165.785164
Argentina,ARG,1965,,,1271.415566
Argentina,ARG,1966,,,1265.777345
Argentina,ARG,1967,,,1057.328068
Argentina,ARG,1968,,,1136.125925
Argentina,ARG,1969,,,1323.707905
Argentina,ARG,1970,,,1317.186989
Argentina,ARG,1971,,,1366.118074
Argentina,ARG,1972,,,1401.324892
Argentina,ARG,1973,,,2083.811883
Argentina,ARG,1974,,,2824.427666
Argentina,ARG,1975,,,2011.421437
Argentina,ARG,1976,,,1932.103107
Argentina,ARG,1977,,,2111.621363
Argentina,ARG,1978,,,2128.116083
Argentina,ARG,1979,,,2499.956643
Argentina,ARG,1980,,,2736.897378
Argentina,ARG,1981,,,2755.744428
Argentina,ARG,1982,,,2908.250929
Argentina,ARG,1983,,,3532.450473
Argentina,ARG,1984,,,2646.406659
Argentina,ARG,1985,,,2914.154511
Argentina,ARG,1986,,,3602.179183
Argentina,ARG,1987,,,3554.877803
Argentina,ARG,1988,,,3979.637126
Argentina,ARG,1989,,,2382.217236
Argentina,ARG,1990,,,4332.656387
Argentina,ARG,1991,,,5736.020482
Argentina,ARG,1992,,,6824.997116
Argentina,ARG,1993,,,6971.142277
Argentina,ARG,1994,,,7483.863863
Argentina,ARG,1995,,,7407.645208
Argentina,ARG,1996,,,7717.47986
Argentina,ARG,1997,,,8205.45296
Argentina,ARG,1998,35.07048,15.62227,8278.972516
Argentina,ARG,1999,36.34503,15.88009,7764.656497
Argentina,ARG,2000,35.69129,16.22696,7701.358535
Argentina,ARG,2001,37.91883,16.35761,7208.814628
Argentina,ARG,2002,35.4339,16.44329,2711.850774
Argentina,ARG,2003,38.0148,14.36279,3413.109068
Argentina,ARG,2004,36.69546,15.1602,4784.691889
Argentina,ARG,2005,34.19573,15.80628,5767.741657
Argentina,ARG,2006,35.04241,16.35148,6746.595376
Argentina,ARG,2007,35.47537,15.82749,8384.187704
Argentina,ARG,2008,35.11319,16.62552,10232.95908
Argentina,ARG,2009,32.80265,16.6149,9457.069899
Argentina,ARG,2010,33.05494,15.57046,11463.84344
Argentina,ARG,2011,31.96866,15.72955,13745.79886
Argentina,ARG,2012,31.79894,15.06353,14790.88262
Argentina,ARG,2013,30.03234,15.09043,15008.7895
Argentina,ARG,2014,,,12922.41806
Armenia,ARM,1990,,,636.68069
Armenia,ARM,1991,,,589.0029482
Armenia,ARM,1992,,,368.9168368
Armenia,ARM,1993,,,356.5073514
Armenia,ARM,1994,,,399.7512025
Armenia,ARM,1995,,,455.5502761
Armenia,ARM,1996,,,503.2319696
Armenia,ARM,1997,,,522.522072
Armenia,ARM,1998,,,608.3366487
Armenia,ARM,1999,,,596.5059963
Armenia,ARM,2000,,,621.4248263
Armenia,ARM,2001,,,692.3188255
Armenia,ARM,2002,,,779.8928417
Armenia,ARM,2003,,,924.5821548
Armenia,ARM,2004,,,1182.09736
Armenia,ARM,2005,,13.64809,1625.407769
Armenia,ARM,2006,,13.57852,2126.087522
Armenia,ARM,2007,,13.46559,3079.152187
Armenia,ARM,2008,,14.26845,3916.738107
Armenia,ARM,2009,,13.45122,2913.574143
Armenia,ARM,2010,,12.40051,3124.784018
Armenia,ARM,2011,,12.59334,3421.62643
Armenia,ARM,2012,23.06896,13.70187,3353.86293
Armenia,ARM,2013,20.11078,11.13677,3504.446763
Armenia,ARM,2014,,9.36714,3646.66271
Aruba,ABW,1994,,,17342.47194
Aruba,ABW,1995,,,16441.38126
Aruba,ABW,1996,,,16586.1923
Aruba,ABW,1997,,,17927.41203
Aruba,ABW,1998,23.06721,22.08239,19081.57029
Aruba,ABW,1999,26.9492,19.27892,19356.42087
Aruba,ABW,2000,28.2486,21.82276,20619.56585
Aruba,ABW,2001,26.13369,21.32039,20671.54574
Aruba,ABW,2002,28.99817,19.75715,20433.65411
Aruba,ABW,2003,,,20834.93971
Aruba,ABW,2004,26.70415,14.89786,22566.68216
Aruba,ABW,2005,26.73218,18.88828,23302.83199
Aruba,ABW,2006,,,24015.42061
Aruba,ABW,2007,,20.7888,25921.28214
Aruba,ABW,2008,,19.0362,27549.34573
Aruba,ABW,2009,,21.56179,24639.93533
Aruba,ABW,2010,,22.17513,24289.14152
Aruba,ABW,2011,,21.77598,25354.78247
Australia,AUS,1960,,,1807.458766
Australia,AUS,1961,,,1874.625271
Australia,AUS,1962,,,1851.320558
Australia,AUS,1963,,,1963.5368
Australia,AUS,1964,,,2127.566902
Australia,AUS,1965,,,2276.968331
Australia,AUS,1966,,,2339.285191
Australia,AUS,1967,,,2575.050565
Australia,AUS,1968,,,2718.590467
Australia,AUS,1969,,,2985.579598
Australia,AUS,1970,,,3298.320932
Australia,AUS,1971,,,3488.220909
Australia,AUS,1972,,,3941.482575
Australia,AUS,1973,,,4760.851434
Australia,AUS,1974,,,6470.157975
Australia,AUS,1975,,,6989.00049
Australia,AUS,1976,,,7470.460784
Australia,AUS,1977,,,7759.008756
Australia,AUS,1978,,,8235.005809
Australia,AUS,1979,,,9274.322734
Australia,AUS,1980,,,10187.79667
Australia,AUS,1981,,,11828.06521
Australia,AUS,1982,,,12760.85193
Australia,AUS,1983,,,11512.09189
Australia,AUS,1984,,,12431.30496
Australia,AUS,1985,,,11436.44754
Australia,AUS,1986,,,11363.97745
Australia,AUS,1987,,,11627.79453
Australia,AUS,1988,,,14262.30342
Australia,AUS,1989,,,17810.61462
Australia,AUS,1990,,,18221.10499
Australia,AUS,1991,,,18840.64044
Australia,AUS,1992,,,18594.64928
Australia,AUS,1993,,,17661.65887
Australia,AUS,1994,,,18083.1385
Australia,AUS,1995,,14.11191,20364.2497
Australia,AUS,1996,,,21921.7799
Australia,AUS,1997,,,23526.28664
Australia,AUS,1998,,,21341.72965
Australia,AUS,1999,,,20537.47184
Australia,AUS,2000,34.06792,13.59023,21666.95168
Australia,AUS,2001,,,19496.63871
Australia,AUS,2002,,,20062.22114
Australia,AUS,2003,,,23445.18676
Australia,AUS,2004,,,30449.61965
Australia,AUS,2005,34.62461,13.58513,33995.85167
Australia,AUS,2006,34.96822,13.1782,36100.55852
Australia,AUS,2007,35.14115,13.03027,40976.45219
Australia,AUS,2008,35.42323,12.59972,49650.41754
Australia,AUS,2009,35.9633,13.41502,42702.19828
Australia,AUS,2010,36.80703,14.3276,51801.04895
Australia,AUS,2011,35.97164,13.50202,62133.61078
Australia,AUS,2012,34.14038,13.18429,67511.82496
Australia,AUS,2013,,,67473.0338
Australia,AUS,2014,,,61886.95879
Austria,AUT,1960,,,935.4604269
Austria,AUT,1961,,,1031.815004
Austria,AUT,1962,,,1087.834243
Austria,AUT,1963,,,1167.000532
Austria,AUT,1964,,,1269.412583
Austria,AUT,1965,,,1374.53214
Austria,AUT,1966,,,1486.968606
Austria,AUT,1967,,,1569.667183
Austria,AUT,1968,,,1677.673528
Austria,AUT,1969,,,1825.386126
Austria,AUT,1970,,,2053.808125
Austria,AUT,1971,,,2375.241117
Austria,AUT,1972,,,2917.00718
Austria,AUT,1973,,,3881.350885
Austria,AUT,1974,,,4619.602474
Austria,AUT,1975,,,5272.888224
Austria,AUT,1976,,,5664.707391
Austria,AUT,1977,,,6794.224631
Austria,AUT,1978,,,8185.702172
Austria,AUT,1979,,,9770.165987
Austria,AUT,1980,,,10843.35734
Austria,AUT,1981,,,9362.644562
Austria,AUT,1982,,,9387.676151
Austria,AUT,1983,,,9514.434296
Austria,AUT,1984,,,8969.401716
Austria,AUT,1985,,,9149.999145
Austria,AUT,1986,,,13051.55285
Austria,AUT,1987,,,16353.27476
Austria,AUT,1988,,,17536.26982
Austria,AUT,1989,,,17426.86
Austria,AUT,1990,,,21628.75363
Austria,AUT,1991,,,22356.92109
Austria,AUT,1992,,,24820.22854
Austria,AUT,1993,,,24023.51502
Austria,AUT,1994,,,25584.91877
Austria,AUT,1995,,,30252.79469
Austria,AUT,1996,,,29742.43697
Austria,AUT,1997,,,26646.88677
Austria,AUT,1998,19.40117,11.79854,27289.6321
Austria,AUT,1999,19.38196,11.84257,27116.67208
Austria,AUT,2000,19.6978,11.12452,24517.26515
Austria,AUT,2001,19.63966,10.9504,24489.73776
Austria,AUT,2002,19.79905,10.91398,26351.3815
Austria,AUT,2003,19.72309,10.55023,32102.92638
Austria,AUT,2004,18.95076,9.95772,36693.39958
Austria,AUT,2005,18.99533,10.34062,38242.05007
Austria,AUT,2006,18.56855,10.46353,40430.99361
Austria,AUT,2007,18.03007,10.54307,46586.6486
Austria,AUT,2008,17.83971,10.64181,51386.37841
Austria,AUT,2009,17.42743,10.66201,47654.19387
Austria,AUT,2010,17.13281,10.85873,46593.38922
Austria,AUT,2011,17.09498,11.06032,51130.96905
Austria,AUT,2012,15.63399,10.70825,48348.22596
Austria,AUT,2013,,,50513.38542
Austria,AUT,2014,,,51127.07616
Azerbaijan,AZE,1990,,,1237.324492
Azerbaijan,AZE,1991,,,1209.237493
Azerbaijan,AZE,1992,,,676.1515115
Azerbaijan,AZE,1993,,,530.0903798
Azerbaijan,AZE,1994,,,436.1905586
Azerbaijan,AZE,1995,,,397.1981161
Azerbaijan,AZE,1996,,,409.2167452
Azerbaijan,AZE,1997,,,505.5605732
Azerbaijan,AZE,1998,,14.2516,561.9103017
Azerbaijan,AZE,1999,,17.88669,573.8902562
Azerbaijan,AZE,2000,,18.498,655.0974326
Azerbaijan,AZE,2001,,18.77296,703.6712504
Azerbaijan,AZE,2002,,11.39684,763.1012122
Azerbaijan,AZE,2003,,11.52329,883.614009
Azerbaijan,AZE,2004,,13.3256,1045.026415
Azerbaijan,AZE,2005,,13.12068,1578.36733
Azerbaijan,AZE,2006,,9.51087,2473.085776
Azerbaijan,AZE,2007,,9.82856,3851.437869
Azerbaijan,AZE,2008,,8.28235,5574.603802
Azerbaijan,AZE,2009,,9.54358,4950.294791
Azerbaijan,AZE,2010,,8.77911,5842.805784
Azerbaijan,AZE,2011,,7.30383,7189.691229
Azerbaijan,AZE,2012,,5.72184,7393.771877
Azerbaijan,AZE,2013,,6.47857,7811.621418
Azerbaijan,AZE,2014,,,7884.190236
Bahamas,BHS,1960,,,1550.33744
Bahamas,BHS,1961,,,1651.459302
Bahamas,BHS,1962,,,1752.953124
Bahamas,BHS,1963,,,1867.124028
Bahamas,BHS,1964,,,1994.540303
Bahamas,BHS,1965,,,2144.907588
Bahamas,BHS,1966,,,2322.975641
Bahamas,BHS,1967,,,2556.86886
Bahamas,BHS,1968,,,2804.669824
Bahamas,BHS,1969,,,3215.447581
Bahamas,BHS,1970,,,3179.238821
Bahamas,BHS,1971,,,3297.923125
Bahamas,BHS,1972,,,3322.574841
Bahamas,BHS,1973,,,3696.642772
Bahamas,BHS,1974,,,3416.586979
Bahamas,BHS,1975,,,3156.468059
Bahamas,BHS,1976,,,3328.581426
Bahamas,BHS,1977,,,3617.122739
Bahamas,BHS,1978,,,4130.791867
Bahamas,BHS,1979,,,5531.98973
Bahamas,BHS,1980,,,6338.649957
Bahamas,BHS,1981,,,6622.439695
Bahamas,BHS,1982,,,7165.167019
Bahamas,BHS,1983,,,7695.0405
Bahamas,BHS,1984,,,8873.807681
Bahamas,BHS,1985,,,9888.615756
Bahamas,BHS,1986,,,10339.34807
Bahamas,BHS,1987,,,11150.50679
Bahamas,BHS,1988,,,11381.54573
Bahamas,BHS,1989,,,12157.40303
Bahamas,BHS,1990,,,12350.88048
Bahamas,BHS,1991,,,11915.49663
Bahamas,BHS,1992,,,11683.70932
Bahamas,BHS,1993,,,11405.17512
Bahamas,BHS,1994,,,11815.67689
Bahamas,BHS,1995,,,12244.2421
Bahamas,BHS,1996,,,12722.17091
Bahamas,BHS,1997,,,17295.46968
Bahamas,BHS,1998,,,18465.13938
Bahamas,BHS,1999,,,20515.03193
Bahamas,BHS,2000,,19.49561,21250.58185
Bahamas,BHS,2001,,,21506.74411
Bahamas,BHS,2002,,,22514.94472
Bahamas,BHS,2003,,,22017.70778
Bahamas,BHS,2004,,,22005.0031
Bahamas,BHS,2005,,,23416.90369
Bahamas,BHS,2006,,,23733.80768
Bahamas,BHS,2007,,,24321.06511
Bahamas,BHS,2008,,,23674.14021
Bahamas,BHS,2009,,,22060.92098
Bahamas,BHS,2010,,,21940.70425
Bahamas,BHS,2011,,,21537.21634
Bahamas,BHS,2012,,,22138.05248
Bahamas,BHS,2013,,,22343.21919
Bahamas,BHS,2014,,,22245.54396
Bahrain,BHR,1980,,,8537.597485
Bahrain,BHR,1981,,,9269.145984
Bahrain,BHR,1982,,,9446.158253
Bahrain,BHR,1983,,,9421.452255
Bahrain,BHR,1984,,,9590.77756
Bahrain,BHR,1985,,,8706.829109
Bahrain,BHR,1986,,,7041.423463
Bahrain,BHR,1987,,,7554.511746
Bahrain,BHR,1988,,,7957.790187
Bahrain,BHR,1989,,,8029.986849
Bahrain,BHR,1990,,,8528.759994
Bahrain,BHR,1991,,,9057.723566
Bahrain,BHR,1992,,,9088.579374
Bahrain,BHR,1993,,,9707.222916
Bahrain,BHR,1994,,,10138.12409
Bahrain,BHR,1995,,,10376.36453
Bahrain,BHR,1996,,,10525.94993
Bahrain,BHR,1997,,,10628.05919
Bahrain,BHR,1998,,,10013.87943
Bahrain,BHR,1999,,,10330.86623
Bahrain,BHR,2000,,,13562.73423
Bahrain,BHR,2001,,,12846.45337
Bahrain,BHR,2002,,,13149.31346
Bahrain,BHR,2003,,,14344.92826
Bahrain,BHR,2004,,,16027.34475
Bahrain,BHR,2005,,,18155.8949
Bahrain,BHR,2006,,11.91866,19459.52335
Bahrain,BHR,2007,,11.02673,21049.00165
Bahrain,BHR,2008,,10.55867,23037.63641
Bahrain,BHR,2009,,,19250.91674
Bahrain,BHR,2010,,,20545.74845
Bahrain,BHR,2011,,,22466.64445
Bahrain,BHR,2012,,8.94804,23338.77115
Bahrain,BHR,2013,,,24694.73242
Bahrain,BHR,2014,,,25198.0598
Bangladesh,BGD,1960,,,86.29673231
Bangladesh,BGD,1961,,,94.54855703
Bangladesh,BGD,1962,,,96.96753578
Bangladesh,BGD,1963,,,98.67434678
Bangladesh,BGD,1964,,,97.04055296
Bangladesh,BGD,1965,,,103.2621331
Bangladesh,BGD,1966,,,109.0920986
Bangladesh,BGD,1967,,,118.9762399
Bangladesh,BGD,1968,,,118.9600628
Bangladesh,BGD,1969,,,130.8870766
Bangladesh,BGD,1970,,,135.6187022
Bangladesh,BGD,1971,,,129.411781
Bangladesh,BGD,1972,,,91.4919171
Bangladesh,BGD,1973,,,115.6546162
Bangladesh,BGD,1974,,,175.7720078
Bangladesh,BGD,1975,,,268.3990519
Bangladesh,BGD,1976,,,136.3609353
Bangladesh,BGD,1977,,,126.9433183
Bangladesh,BGD,1978,,,170.4791911
Bangladesh,BGD,1979,,,194.2375004
Bangladesh,BGD,1980,,,219.5756085
Bangladesh,BGD,1981,,,239.4808344
Bangladesh,BGD,1982,,,213.2130245
Bangladesh,BGD,1983,,,196.6389264
Bangladesh,BGD,1984,,,206.9273866
Bangladesh,BGD,1985,,,236.281274
Bangladesh,BGD,1986,,,225.5706451
Bangladesh,BGD,1987,,,247.4507324
Bangladesh,BGD,1988,,,260.2386035
Bangladesh,BGD,1989,,,265.5876668
Bangladesh,BGD,1990,,,290.7159985
Bangladesh,BGD,1991,,,281.5991153
Bangladesh,BGD,1992,,,282.0297158
Bangladesh,BGD,1993,,,288.6617
Bangladesh,BGD,1994,,,287.7124336
Bangladesh,BGD,1995,,,316.5085459
Bangladesh,BGD,1996,,,379.3965885
Bangladesh,BGD,1997,,,386.1233875
Bangladesh,BGD,1998,,,392.1018059
Bangladesh,BGD,1999,44.46281,18.12979,394.4896759
Bangladesh,BGD,2000,46.49041,20.49042,403.1460269
Bangladesh,BGD,2001,,18.58478,400.7384325
Bangladesh,BGD,2002,45.10525,15.6938,399.4275437
Bangladesh,BGD,2003,45.42799,16.68163,432.2197293
Bangladesh,BGD,2004,39.98727,15.95312,460.9942869
Bangladesh,BGD,2005,,,485.1563612
Bangladesh,BGD,2006,41.95689,17.33653,495.7529314
Bangladesh,BGD,2007,46.25168,18.1534,543.5851601
Bangladesh,BGD,2008,45.29479,17.81619,619.2559213
Bangladesh,BGD,2009,44.72804,14.02987,685.4559636
Bangladesh,BGD,2010,,,762.8037395
Bangladesh,BGD,2011,,,841.5274955
Bangladesh,BGD,2012,,14.6635,862.0539271
Bangladesh,BGD,2013,,13.82286,957.8242436
Bangladesh,BGD,2014,,,1096.562451
Barbados,BRB,1960,,,378.5145575
Barbados,BRB,1961,,,402.4906514
Barbados,BRB,1962,,,416.9630918
Barbados,BRB,1963,,,467.1251249
Barbados,BRB,1964,,,462.2312581
Barbados,BRB,1965,,,487.4031854
Barbados,BRB,1966,,,523.9048838
Barbados,BRB,1967,,,579.8031424
Barbados,BRB,1968,,,579.3322278
Barbados,BRB,1969,,,649.6129249
Barbados,BRB,1970,,,760.6363362
Barbados,BRB,1971,,,850.5250012
Barbados,BRB,1972,,,966.9243931
Barbados,BRB,1973,,,1171.988007
Barbados,BRB,1974,,,1392.876764
Barbados,BRB,1975,,,1637.032381
Barbados,BRB,1976,,,1767.984643
Barbados,BRB,1977,,,2003.417629
Barbados,BRB,1978,,,2233.013285
Barbados,BRB,1979,,,2701.8387
Barbados,BRB,1980,,,3458.576329
Barbados,BRB,1981,,,3792.410471
Barbados,BRB,1982,,,3945.329738
Barbados,BRB,1983,,,4168.858627
Barbados,BRB,1984,,,4521.969509
Barbados,BRB,1985,,,4710.679783
Barbados,BRB,1986,,,5149.99825
Barbados,BRB,1987,,,5647.816872
